,0
199,0.6628674807534576
200,0.7527556973000252
201,0.6999696315718222
202,0.41899560666552416
203,0.7250263902413278
204,0.5537814991007179
205,0.7053676788980459
206,0.5856051663511321
207,0.6585456970121608
208,0.6599151285160612
209,0.47112442829872175
210,0.7686471049877637
211,0.6598083191213856
212,0.641343328392638
213,0.6622137997575015
214,0.5777259018535872
215,0.6140027226938688
216,0.6305132088771155
217,0.6333127859988392
218,0.6990707847743172
219,0.595303724630228
220,0.5354765080781222
221,0.6283766038913465
222,0.7401494941195945
223,0.6506829950305965
224,0.5401467828806149
225,0.7669649364585718
226,0.6040175446579441
227,0.5210057316161301
228,0.511621427594756
229,0.5501958740541595
230,0.3518242049728141
231,0.6522073131449708
232,0.5666525245402854
233,0.6872085168369053
234,0.6511146173811733
235,0.3326516521559386
236,0.48415594574976895
237,0.4756078912752327
238,0.6900732230591932
239,0.6401623282779927
240,0.7216852767677135
241,0.48008881446103474
242,0.6482220622193247
243,0.6177045152187508
244,0.5377830416494533
245,0.6732953626923789
246,0.7689608371954479
247,0.3833955002941914
248,0.7192200405073021
249,0.6544498590693132
250,0.4395963088395619
251,0.5407094166888369
252,0.710200059614936
253,0.7284061476064416
254,0.6311331549471055
255,0.5189386437510024
256,0.7602598843514791
257,0.7844872204093343
258,0.6878912797756253
259,0.46876245695180935
260,0.43386052055806223
261,0.4510914168043646
262,0.5875223393107181
263,0.3230391682921876
264,0.7524918926309578
265,0.7114218398396963
266,0.3166759545026837
267,0.7963675454828689
268,0.5187992575909479
269,0.7693367348554023
270,0.3792580843279063
271,0.6976605965177758
272,0.6279780905206688
273,0.6650714884952664
274,0.8285647286683784
275,0.6327043628313562
276,0.7084326332491018
277,0.4742202343370557
278,0.46292543677383613
279,0.6363710435108034
280,0.7198297791373145
281,0.5938150695084287
282,0.7624520940355641
283,0.30971055998634706
284,0.6135404861185482
285,0.557029456246487
286,0.7756880572930146
287,0.7960008468123703
288,0.5920580322206428
289,0.577338945350343
290,0.6447319933346999
291,0.4472356047923004
292,0.8377453523058584
293,0.7163315704929718
294,0.46364986639992967
295,0.7954444299283654
296,0.7859552743724412
297,0.31063850155598777
298,0.6386494101219573
299,0.6544529036761
300,0.6215874135693007
301,0.5098153684946495
302,0.35869377415219317
303,0.6093890408549463
304,0.6878166596016853
305,0.6947818136331783
306,0.627199622589705
307,0.6324084354516042
308,0.7642693923091184
309,0.5811855467269249
310,0.6188947393152692
311,0.6162860538251751
312,0.651073044305809
313,0.6440923123208666
314,0.6770281564094218
315,0.598992596313789
316,0.7382962711504959
317,0.6646199565423908
318,0.8046328741393858
319,0.7110080833151473
320,0.36491655643267795
321,0.6971023073324472
322,0.6613619835860953
323,0.8772833913601047
324,0.5033722076725116
325,0.5300640480989175
326,0.6874336244566418
327,0.6125059338880856
328,0.6992097735678099
329,0.7385184303160165
330,0.6446402655077412
331,0.5615616653116232
332,0.5830498720520869
333,0.738772782962739
334,0.6918931047657282
335,0.583272815946817
336,0.6063739776184798
337,0.7080434925705748
338,0.7642100324558714
339,0.5359437573025463
340,0.687336838844397
341,0.5500195519785591
342,0.6292323724937852
343,0.4433787494675091
344,0.49696367797635094
345,0.7736800427430846
346,0.643216044278858
347,0.4782943076400092
348,0.49597523353123596
349,0.6832605375721719
350,0.8002423779757052
351,0.5314385181364472
352,0.2752435556141065
353,0.6103422831275351
354,0.7891526457286773
355,0.6934738362363231
356,0.5855393754166288
357,0.5949331756690359
358,0.38152401586618956
359,0.4160689562523825
360,0.7737796386830174
361,0.8160256237625954
362,0.3428465288505651
363,0.7284644318804818
364,0.4421252904121222
365,0.279555316213343
366,0.634888976910224
367,0.2782137434076265
368,0.39201847815649016
369,0.48314167699939214
370,0.8709313038590936
371,0.715079539167907
372,0.6652926239345165
373,0.310144368909257
374,0.6239005768545348
375,0.527830441565583
376,0.587536376106615
377,0.6816866910031261
378,0.7890840156475971
379,0.42664940981969224
380,0.7683701346386969
381,0.5751168935498279
382,0.6529084529249713
383,0.506035849841936
384,0.6585408813691094
385,0.6894448180287478
386,0.6141202505946136
387,0.5487579834658542
388,0.6358499600251847
389,0.5507404874146498
390,0.7674320163319543
391,0.5649900798305719
392,0.6373615744864528
393,0.5382254072947645
394,0.702063829173216
395,0.5778559564277963
396,0.5544159995286881
397,0.5785525455250726
398,0.5985311590660568
399,0.7209646540880706
400,0.7490275419724062
401,0.4468701851982178
402,0.6744268870470316
403,0.5929842231740621
404,0.7582273839031487
405,0.6850701517883595
406,0.5632345140363137
407,0.543719639552307
408,0.629616722103468
409,0.5672508564830326
410,0.679409595814942
411,0.47900944823924724
412,0.8241079382829285
413,0.50174538564532
414,0.6580823666581974
415,0.340053903937802
416,0.4362727368226951
417,0.7656746310307436
418,0.6607144455085334
419,0.7188199204275436
420,0.6998450336490023
421,0.4565973425747277
422,0.6507431810097091
423,0.7565664408730731
424,0.7875780993755465
425,0.5695188649086669
426,0.6919644086601267
427,0.7354027136050687
428,0.31175087251397315
429,0.7740786742719199
430,0.7984914622898756
431,0.6304772006205864
432,0.4715319410467576
433,0.6234382202070174
434,0.6384960494984604
435,0.6861730381269711
436,0.618788811203492
437,0.7093891803518388
438,0.8161309870359315
439,0.6108052997623454
440,0.6872455838176414
441,0.8302695629726536
442,0.691077848827865
443,0.7185472364564622
444,0.6898599229549378
445,0.7595867057055332
446,0.4264483717511041
447,0.5585272289894655
448,0.5286662347807477
449,0.6695154000489103
450,0.6677005561168403
451,0.6650780043647185
452,0.22122800952208357
453,0.6644867191504387
454,0.7859940974363959
455,0.7136217789289514
456,0.5368051052125897
457,0.6159325687378605
458,0.7469443845140857
459,0.609065455173214
460,0.42527665706404116
461,0.783268806116995
462,0.490251935568182
463,0.5067293715326826
464,0.7068663425921395
465,0.7404065830879258
466,0.7788288495326952
467,0.7764849892992639
468,0.7910368232518805
469,0.566008032706862
470,0.2274662942929396
471,0.736736258036697
472,0.8146119181608369
473,0.7268741946090216
474,0.796156461662705
475,0.6306792011575522
476,0.6866759977619734
477,0.7303258590026958
478,0.5659953486098896
479,0.7691348938283502
480,0.7578571390956661
481,0.7108652472138458
482,0.6836814130423259
483,0.6047952375033261
484,0.5449959085626302
485,0.6941801125600424
486,0.7646623121542686
487,0.6819872317169864
488,0.4287167911139296
489,0.47016793262808526
490,0.6117123499772754
491,0.7173826450660687
492,0.5583711618006832
493,0.7983806950247769
494,0.7412473893610085
495,0.6668339483149794
496,0.48339450385944116
497,0.7302999471828702
498,0.6770114327613066
499,0.7861131743914588
500,0.6403692865884714
501,0.3349240620640709
502,0.7820112612118311
503,0.6318675542046366
504,0.7468824135640955
505,0.6065516711144698
506,0.5926762164407784
507,0.3557167852272727
508,0.6438110412949076
509,0.4351780788257157
510,0.7763049147821065
511,0.6527742686392113
512,0.7185444897444604
513,0.8141683341329466
514,0.7154783156404498
515,0.8191109122811215
516,0.6555174667979881
517,0.5574706668798142
518,0.8013442646578884
519,0.8444271923266833
520,0.799755744002757
521,0.6709553613151442
522,0.6450062759072142
523,0.6326370916180479
524,0.6454073377948294
525,0.762690889515695
526,0.5359583698698035
527,0.6969170821863127
528,0.7325492102205122
529,0.6878349927900133
530,0.5816447745404346
531,0.48939487622216676
532,0.7383307967119783
533,0.4510530527623398
534,0.49512700139756916
535,0.22699916472479703
536,0.7756746245329338
537,0.7555240497707516
538,0.6980949452237906
539,0.7169467166744111
540,0.6511518503954044
541,0.7070572380699516
542,0.6108699558904014
543,0.7739598185597887
544,0.7267796815429652
545,0.3177591265492697
546,0.622759365114546
547,0.6433970303410468
548,0.5712988223711599
549,0.6635794636279024
550,0.48801285070231737
551,0.7031427005753361
552,0.5225603289784162
553,0.5610965883473635
554,0.7319546171481333
555,0.6745769504078505
556,0.5960267151215837
557,0.7045164987461575
558,0.5661432567453027
559,0.5973261940531005
560,0.7935642603039372
561,0.6462136060291854
562,0.7072675333161571
563,0.39470123147443115
564,0.5467585519180798
565,0.4810838858738631
566,0.3312987611942549
567,0.5842539104240715
568,0.6221785637924055
569,0.8506306175111743
570,0.5040617397714582
571,0.6455375722041392
572,0.6474797737722697
573,0.7476637585897056
574,0.6302092640078814
575,0.35772343276625046
576,0.7886509481269179
577,0.7414634805229644
578,0.5763788531154472
579,0.7258928586500448
580,0.328494605368013
581,0.6171802379846827
582,0.7047563062083746
583,0.6734829595733234
584,0.5860325337319625
585,0.7783251525376098
586,0.806301564668696
587,0.6938061256999863
588,0.3626637829883723
589,0.3268683848939969
590,0.7163998268539575
591,0.5353568995787279
592,0.7638601929025206
593,0.443143228550817
594,0.5224552036966381
595,0.3408064608981769
596,0.44311029964456056
597,0.6076367205102423
598,0.8676273187529807
599,0.6256753785734535
600,0.292527330579171
601,0.5918755580028523
602,0.7179328269606637
603,0.6121880590433093
604,0.4187597053601987
605,0.4692966411624917
606,0.7661954709154619
607,0.7172688383104888
608,0.7928192705866359
609,0.5702129837385623
610,0.5471905173844533
611,0.626931860246978
612,0.35269788002114666
613,0.7722258970343328
614,0.49934609149584375
615,0.5971348451588177
616,0.6220328733634455
617,0.8145349551220438
618,0.5830365061852016
619,0.5754765911933606
620,0.7718827195057578
621,0.8379333935667881
622,0.6789223328917834
623,0.3810197005536594
624,0.7562950035719718
625,0.5708789658602997
626,0.7306338022102769
627,0.7498567501483291
628,0.7206669362570162
629,0.5148168054525301
630,0.5615200070834834
631,0.454352700825014
632,0.6690302115237046
633,0.43372206045022904
634,0.7403220671149141
635,0.6485973656463062
636,0.37996769314477485
637,0.41915543070134403
638,0.35723190218391926
639,0.8149097763563006
640,0.46535803956693367
641,0.6100625489169325
642,0.79238032997676
643,0.6544925099587143
644,0.8235136967780641
645,0.5929456016767551
646,0.20184925082548782
647,0.6477175166921438
648,0.660048045309519
649,0.7482856271790729
650,0.7405338393787173
651,0.5035743292217209
652,0.7119960903302984
653,0.7731111259282797
654,0.7519586937224192
655,0.6684693115447209
656,0.6410034159010087
657,0.6588222461324966
658,0.4220454226436017
659,0.7001067365667637
660,0.8058911746035643
661,0.503517498225859
662,0.6992683805093949
663,0.6650041632450971
664,0.7252806278572568
665,0.5079101068206715
666,0.7199759060931208
667,0.5355761510227145
668,0.401703003861775
669,0.4344380049576227
670,0.7122834803237083
671,0.3538246595034092
672,0.7228380960747789
673,0.6913876468196085
674,0.679564260424523
675,0.7642687932005939
676,0.5471599456837998
677,0.6579420148580906
678,0.6087427286818231
679,0.648919404283264
680,0.5946472245077961
681,0.7839040450375441
682,0.3891110271164659
683,0.5555530061998912
684,0.4183445654696244
685,0.7241639324562261
686,0.7365055402411886
687,0.6924809649245374
688,0.6601856389436831
689,0.5923181335019956
690,0.5775362950182671
691,0.8508097430527386
692,0.6907512612930186
693,0.4774819500467323
694,0.663074766286073
695,0.6245424523049521
696,0.7589731711654726
697,0.491013852314176
698,0.7068541121900295
699,0.6396699135930031
700,0.6355445679796513
701,0.4802160784268483
702,0.3787355631892352
703,0.4597327496719571
704,0.486377786387056
705,0.8480076548599329
706,0.6443848706188547
707,0.7484550533818469
708,0.6463386645644666
709,0.7183810345268065
710,0.309669043427953
711,0.770061928114327
712,0.7366073388095642
713,0.7556651330110175
714,0.6664211317726456
715,0.4684264046227466
716,0.7955427979435128
717,0.5678933127850838
718,0.7506499169371765
719,0.49913695587321544
720,0.6659229807053773
721,0.2491526877739663
722,0.5808742846520256
723,0.7688642202673678
724,0.6622301254208011
725,0.7677813607255679
726,0.7775687235157311
727,0.5070376240485531
728,0.6755253810299393
729,0.6900795834276976
730,0.47849794988070554
731,0.8079580411256444
732,0.7698297219171226
733,0.6657130583548839
734,0.6751888457964814
735,0.6456309646197679
736,0.8673496896965679
737,0.5698164243626517
