,lgbm_oof
209,0.6719276960425576
210,0.7071312675660121
211,0.6986096726055642
212,0.5763611257794166
213,0.6340728350534858
214,0.6327850513687651
215,0.6130740407971309
216,0.6191007251959423
217,0.5855954773741129
218,0.7195242709455765
219,0.5853548853070563
220,0.4711678670588017
221,0.6885046378173304
222,0.7847561162871323
223,0.6205604857391409
224,0.5406027135960076
225,0.7329639677276295
226,0.6616364496369332
227,0.5947892304136566
228,0.6817652524692515
229,0.6805081988949095
230,0.4286209262439222
231,0.6442320906415957
232,0.5854825140425763
233,0.6766814856544016
234,0.7060660215093254
235,0.46884426426613895
236,0.5683735167417712
237,0.5518597749744766
238,0.7035338305330592
239,0.6473249979713906
240,0.6272442665519371
241,0.6175505506273155
242,0.6486790840410053
243,0.6823086233139359
244,0.6010194719898553
245,0.6197086252794721
246,0.7025072647534447
247,0.4506442990140572
248,0.6664994324588486
249,0.6079717453450473
250,0.5687729687933969
251,0.5842195066240573
252,0.6945352319923233
253,0.7015077202464527
254,0.6787841040264437
255,0.6211316546151182
256,0.6784156913637858
257,0.7707760984953654
258,0.6797053319587822
259,0.5750618270601281
260,0.4350119134515584
261,0.38971497243319214
262,0.6281040539075383
263,0.3907810333846071
264,0.6520132447383865
265,0.6978980748782145
266,0.34592627176018914
267,0.764588573688974
268,0.5261376148751942
269,0.7363734933619276
270,0.42695552712863677
271,0.6808566477856126
272,0.6857372007289901
273,0.6473330876739739
274,0.7600297239840957
275,0.7065552782254261
276,0.6858218085132793
277,0.586156583195138
278,0.5980368905841102
279,0.6887527052314457
280,0.7081317529462599
281,0.5888452750680353
282,0.7107217277630532
283,0.418746049686897
284,0.628667981667028
285,0.6454224295389488
286,0.7070610625535585
287,0.7443552187864838
288,0.5799726833225113
289,0.5762176145738244
290,0.627407361780026
291,0.5493599587072204
292,0.7966743384160382
293,0.6818450672364015
294,0.5628723450854733
295,0.7049502750521958
296,0.7322888260466707
297,0.41288670760645185
298,0.6342479112015561
299,0.6086633475781826
300,0.6213036537567961
301,0.4639540979092513
302,0.37295820436555877
303,0.5775529821462938
304,0.6682031353158889
305,0.6792162132496328
306,0.61228818217587
307,0.6448196079484965
308,0.7366268845747492
309,0.5437791888136522
310,0.6996020344204859
311,0.689365356303762
312,0.6753054375763093
313,0.6618813690837194
314,0.6384766838744466
315,0.6890273297735741
316,0.7201865331037567
317,0.6072739444759254
318,0.7079599535628903
319,0.7334242691426544
320,0.36934228411283815
321,0.6076586227673112
322,0.6885308447852584
323,0.8289350211693061
324,0.5072924800537328
325,0.6886884604442034
326,0.6985776905026391
327,0.6858787958767573
328,0.6681871295521542
329,0.6833099991551348
330,0.6381322713757426
331,0.6592327184978497
332,0.6671781709420949
333,0.7011203831061115
334,0.6486699065643848
335,0.6936663413128845
336,0.5510539650063992
337,0.6899415984452877
338,0.689215515122314
339,0.6794148004193777
340,0.6696502697526979
341,0.5155008229932204
342,0.6369632396126618
343,0.6307682156117302
344,0.5540444218592265
345,0.6575168600070431
346,0.6830898534693677
347,0.6769499374445539
348,0.5478944925789819
349,0.6581642774491839
350,0.7351159724774419
351,0.6094794940346588
352,0.417763705270991
353,0.5774011394934431
354,0.7468105428649779
355,0.632300536738088
356,0.6882488224351253
357,0.6003835670668315
358,0.5177164165227996
359,0.43089658021220817
360,0.7215211551889108
361,0.6952961863755937
362,0.3918756865711405
363,0.7030103948087847
364,0.5362117286094311
365,0.33402596998924705
366,0.6397211553623484
367,0.41711982397059505
368,0.47924175071987124
369,0.5746712712789814
370,0.8492753632075365
371,0.679909930920653
372,0.6819644039817039
373,0.3810982338636267
374,0.6052688050762571
375,0.605378011407991
376,0.6050530898330116
377,0.6741173695665243
378,0.7792458501657386
379,0.6714651202937958
380,0.7015328069666027
381,0.5761902747552953
382,0.6926848462758155
383,0.5655604906727939
384,0.6324765219163804
385,0.6397352972208256
386,0.5881146900892211
387,0.6924205983079749
388,0.6235991862933503
389,0.6357181212068631
390,0.6835830454011828
391,0.6796352991074024
392,0.6140988236974845
393,0.5206028121557521
394,0.6644567856581386
395,0.6620383498520527
396,0.6702800664840578
397,0.6104688672571154
398,0.6822737501122467
399,0.7033937251568847
400,0.6930045320534854
401,0.6715215886867646
402,0.6777842116589129
403,0.6460864420871072
404,0.6933939572403489
405,0.6719776882774943
406,0.6817427397539936
407,0.6177401645435331
408,0.5884957008292504
409,0.5303906971694039
410,0.6992946912598583
411,0.5407366131723726
412,0.7710537776812745
413,0.6848708643883269
414,0.6753668202419013
415,0.38787553286644877
416,0.46348776705092304
417,0.7102430070070135
418,0.658506389453041
419,0.6835483992237701
420,0.687082981593201
421,0.5046426345589403
422,0.6858461985977872
423,0.7074779387567969
424,0.7165270316711674
425,0.5661154404458432
426,0.6948121605400104
427,0.7125714627669307
428,0.3491384358829725
429,0.727767302900987
430,0.7398630067101831
431,0.598452768073906
432,0.531228837471094
433,0.6002167681537506
434,0.613976435373111
435,0.7040853230991874
436,0.6476630620889909
437,0.6880782850773043
438,0.7553011004680421
439,0.5431405839988731
440,0.6720935827201219
441,0.7620291466972604
442,0.6211134603739307
443,0.6283523073474337
444,0.6773063465545596
445,0.7078815975606635
446,0.48805373259980345
447,0.6291266635224491
448,0.5938773587731501
449,0.6817052342828486
450,0.6242962423911513
451,0.6743672890753538
452,0.268301335096604
453,0.6434185166738325
454,0.7142187055844619
455,0.6976587447399218
456,0.5631476879184656
457,0.6766689714372078
458,0.7678644989704934
459,0.6085945009683762
460,0.6622510207082444
461,0.7466821010454829
462,0.5633698245817985
463,0.5698866986928066
464,0.7470740452764423
465,0.7391641345367524
466,0.6828142208625706
467,0.7237020595349597
468,0.7185228046954419
469,0.5673720863411531
470,0.34239717150595367
471,0.6828979654447317
472,0.7394200691173892
473,0.7007729849555003
474,0.741634658230653
475,0.7003727775249127
476,0.6233611746392422
477,0.6895354612915243
478,0.5707012079505226
479,0.7664677199000477
480,0.7217825555503411
481,0.6628947614908325
482,0.6627330472226522
483,0.6918972534375909
484,0.6028017493571636
485,0.6709003080516035
486,0.7798046801175581
487,0.7003156060883918
488,0.49301662532630885
489,0.6848708643883269
490,0.6140675813479836
491,0.6905529607444727
492,0.6459735440851463
493,0.7631587231946956
494,0.6866067720348528
495,0.7266575320974882
496,0.6038890486315105
497,0.6893560241074091
498,0.6762334158308406
499,0.7052648099912611
500,0.6881571222377642
501,0.4485065588767913
502,0.701151590798296
503,0.6873053837159747
504,0.6627006028850267
505,0.679553318196347
506,0.5651826740848649
507,0.5465884465674833
508,0.6988891843544943
509,0.5750211330561708
510,0.7624163910342447
511,0.6863320355656235
512,0.7054730784955735
513,0.7896249892841123
514,0.6390083127994545
515,0.710620665943316
516,0.6199019708922713
517,0.6751461377032625
518,0.7323670766981316
519,0.8548514130041968
520,0.731974227949972
521,0.6855486658981108
522,0.6899415984452877
523,0.708735720597241
524,0.6652753131590863
525,0.7089521640106381
526,0.6840466962234479
527,0.6830317284976863
528,0.6953268445132901
529,0.6355976756091708
530,0.6428380033655372
531,0.5611035284605689
532,0.6147429056035221
533,0.5570327930036988
534,0.5300207614754819
535,0.26882107775300745
536,0.6891026760945236
537,0.7039121003387748
538,0.7003727775249127
539,0.6956999809905764
540,0.6274544886211616
541,0.6936454781845808
542,0.6763059732775374
543,0.6990885795710545
544,0.7604179622718742
545,0.5214525612698117
546,0.6874874096571927
547,0.6721183004129286
548,0.595594435151408
549,0.6005033248006657
550,0.5127055355320609
551,0.6800124605149912
552,0.5578644886376796
553,0.6304726790865421
554,0.7089933412184161
555,0.725769484712338
556,0.6236560274798006
557,0.698755201700689
558,0.6831888205241443
559,0.6514985656841733
560,0.7474828964471077
561,0.6830054224122222
562,0.698551377800985
563,0.41888771246821044
564,0.6038304955216452
565,0.5949625989705503
566,0.5214525612698117
567,0.6233894889389633
568,0.6870399898666105
569,0.7928820975063269
570,0.6719915193893365
571,0.6909956675749349
572,0.6806383157024983
573,0.6665983644999678
574,0.628490143711716
575,0.4269436955190732
576,0.7300643688833829
577,0.6777676902825316
578,0.6947559436023392
579,0.7141716220890606
580,0.342730188261737
581,0.5856921867847952
582,0.7016246648573926
583,0.694838951239695
584,0.679553318196347
585,0.7025577667184385
586,0.7253606333237504
587,0.6918261328925875
588,0.5073754039493856
589,0.4208660271093515
590,0.7014673516144092
591,0.7178675939229282
592,0.6909944951685971
593,0.47589596084766667
594,0.5809720817497369
595,0.401156319222959
596,0.4527837883188147
597,0.6830898534693677
598,0.8578886907362471
599,0.5758169856320143
600,0.42093002331616375
601,0.6035775043647744
602,0.6816553606283282
603,0.6212683676708167
604,0.4596974884181512
605,0.6239693304130571
606,0.7251301901066807
607,0.6949132359509641
608,0.8219314398282096
609,0.6749987476094184
610,0.590141415990678
611,0.6271459146315292
612,0.4196324665375784
613,0.7351492256329966
614,0.5918419940211217
615,0.6072585318512961
616,0.6598389596365895
617,0.7703026392022173
618,0.6171494007294732
619,0.6987032679789912
620,0.7129637732285871
621,0.779104356465699
622,0.6887384207426732
623,0.5094784577422218
624,0.722464815932243
625,0.6301350259893984
626,0.7291307588318696
627,0.7508658368941007
628,0.6711785022785891
629,0.6839548046001285
630,0.5548241075469411
631,0.5627740206628606
632,0.6896541558812714
633,0.5086284508870303
634,0.7057085906926883
635,0.6048337936972451
636,0.513333238471938
637,0.5914583889781809
638,0.5025792014635188
639,0.7393162653972325
640,0.6718604680479756
641,0.6141687222349574
642,0.7514945805277082
643,0.6321448934029938
644,0.709621628499518
645,0.6862186414695838
646,0.26084573334901184
647,0.7003727775249127
648,0.5945135505837903
649,0.7074779387567969
650,0.7004636738975104
651,0.4562971345672515
652,0.6315852640422497
653,0.7129104556682048
654,0.6983377251218402
655,0.6838380729147288
656,0.6787841040264437
657,0.6884116088116241
658,0.44608577698504887
659,0.665395431808912
660,0.7688208590528622
661,0.6858837398904386
662,0.6280380680294405
663,0.7028526649072474
664,0.6787526910515803
665,0.6135336244956827
666,0.6972506393575673
667,0.6645487868972662
668,0.4893076197669307
669,0.5558875796536334
670,0.6559709671285872
671,0.4581188694971977
672,0.6652464712709566
673,0.6561641562490804
674,0.7084373096254437
675,0.7149382979375953
676,0.5745732897860261
677,0.6783302186428779
678,0.6577368077664782
679,0.5891330256762083
680,0.5778295313558327
681,0.7590547784410243
682,0.5601758062737948
683,0.6897469800072806
684,0.5157625540864503
685,0.6546163218292614
686,0.7769607345847026
687,0.6571699052366481
688,0.6841827112026434
689,0.6029951890086909
690,0.5689689122869004
691,0.7907042901635523
692,0.5871956483108296
693,0.6676595284980819
694,0.6836235616363245
695,0.6828112749445295
696,0.6794549621162539
697,0.5595028053840435
698,0.6985439802051017
699,0.6882315050424513
700,0.6868109100605599
701,0.5079150050211161
702,0.427546632350379
703,0.6499108843231622
704,0.6714651202937958
705,0.7857380622909719
706,0.6135130717163777
707,0.7074779387567969
708,0.6874874096571927
709,0.6916442259025203
710,0.4368772870426354
711,0.7537869574249433
712,0.6945431745521119
713,0.8016436290972913
714,0.6481784909622834
715,0.5739368463109992
716,0.7242724130562151
717,0.656472268527855
718,0.6563395019575439
719,0.5826458361467605
720,0.7178949340174133
721,0.30678438660673996
722,0.5708330085817002
723,0.7632705090161809
724,0.6953609413971746
725,0.6997220789988957
726,0.7371374284348131
727,0.5677064941870416
728,0.6631168402459137
729,0.7597465191312436
730,0.5584118319399084
731,0.7670747130992196
732,0.722724619844377
733,0.6447219579268089
734,0.6970702536962344
735,0.6605131804602389
736,0.8116160740342491
737,0.5300647296762311
