,oof_proba
267,0.713203651508621
268,0.6210539979524154
269,0.785304084490407
270,0.3583881952881966
271,0.7010518605488775
272,0.5598062590685785
273,0.6816192394950605
274,0.829292268275047
275,0.6443773279907663
276,0.6949069476018691
277,0.46174026286261627
278,0.5041762005470147
279,0.6637934670790582
280,0.7149588736757841
281,0.7185188827813572
282,0.7630396308614842
283,0.3259559730947741
284,0.6244652821336384
285,0.5044455925517696
286,0.7339136570066265
287,0.7908602630766138
288,0.5468771565883151
289,0.5531729500845597
290,0.6990138220138757
291,0.48968284163079556
292,0.7983474850666985
293,0.7150646412051638
294,0.47459003794127674
295,0.8350854836261019
296,0.7935665251432658
297,0.2700828216741974
298,0.57329859008833
299,0.6483561231480653
300,0.6573144743701101
301,0.6259889607269107
302,0.33528310751821105
303,0.6143401002745732
304,0.6720422883535888
305,0.7312776779324726
306,0.7064763787161094
307,0.6836559492421037
308,0.7833137742181376
309,0.6376192265124417
310,0.6013325854318171
311,0.5883878485879602
312,0.7441002561611978
313,0.5747975620040474
314,0.6418962464868831
315,0.4836767582331863
316,0.7242932719637942
317,0.6852316713774103
318,0.7914964700022336
319,0.6752370647839427
320,0.49029881392507574
321,0.796342159678221
322,0.6898943324578195
323,0.8003555981166735
324,0.5236714318498018
325,0.5079071884717308
326,0.6540391817587521
327,0.5680455587224118
328,0.7778089464566994
329,0.7251439126851772
330,0.6979361824447096
331,0.5992620621139263
332,0.5757527624921203
333,0.7758990375759672
334,0.6848212353854837
335,0.5701837089148288
336,0.6556633127825807
337,0.6882359216573181
338,0.7253496893897008
339,0.5274601045531906
340,0.7466362553962268
341,0.632120043452554
342,0.6732023121632533
343,0.504199592243955
344,0.5216777124582638
345,0.826035756365374
346,0.71591152873701
347,0.38688786546430165
348,0.55970314391804
349,0.7437281145780714
350,0.8058648109961665
351,0.5159714740471484
352,0.29037667305527154
353,0.6589983789587536
354,0.8340820517588419
355,0.6478210466602522
356,0.5228266631979048
357,0.5775368065417675
358,0.41773604981688034
359,0.505407595494203
360,0.7646431948831223
361,0.8445039474205711
362,0.45217986398926435
363,0.7420397694606825
364,0.4785439878059334
365,0.3465412952418381
366,0.6737224409164142
367,0.3362863111424088
368,0.4250495058195538
369,0.4353712964363437
370,0.7978591005856537
371,0.7262229153923287
372,0.752325734230729
373,0.3413708532604178
374,0.6940930862735325
375,0.5708241157979261
376,0.6091647164395514
377,0.6562558279409219
378,0.7577975590388148
379,0.2813617096381813
380,0.8047485872611773
381,0.5104871293063995
382,0.5967050314166482
383,0.5491024475619511
384,0.6535121838699428
385,0.6963877563360981
386,0.6522098180726561
387,0.42457728101588205
388,0.5888403657686507
389,0.6162712236096476
390,0.7651588901967652
391,0.5724225262336773
392,0.628663538814008
393,0.6092363019143026
394,0.7307734132757681
395,0.5143963008157132
396,0.584796118746643
397,0.5514958029555835
398,0.6210632182864881
399,0.5321641902096825
400,0.7379354912176951
401,0.42687634288888693
402,0.7056759242823711
403,0.670537043547546
404,0.8343458062786221
405,0.6007759698457847
406,0.614254975409571
407,0.5641081349123136
408,0.6162877108583107
409,0.6132989998784011
410,0.6900690324641857
411,0.504482396569963
412,0.7950631166261418
413,0.46798611853229943
414,0.6440519417454917
415,0.4150358529752789
416,0.5077805224769067
417,0.8133812933717192
418,0.5996142506257374
419,0.7127872847585104
420,0.7514713739728911
421,0.3824679898128306
422,0.5925850835656112
423,0.7606395700792008
424,0.7613046674900943
425,0.6175668306848545
426,0.543591282833389
427,0.7561267499160008
428,0.3762678302262074
429,0.7844979473734803
430,0.7862283995014898
431,0.6464917512539445
432,0.507250468292652
433,0.6444301610146761
434,0.6606752516245566
435,0.6625547861160601
436,0.6388677422858167
437,0.694618906345357
438,0.7938738029598436
439,0.5388556809353915
440,0.6960323958991236
441,0.7948980732531499
442,0.7901228809604406
443,0.7749971645931787
444,0.6980363425001535
445,0.7680218841404974
446,0.5290026466324154
447,0.6222244518047193
448,0.551170180179651
449,0.662196004503594
450,0.5720929412669467
451,0.6453257495448946
452,0.3182172411509579
453,0.6122790902740113
454,0.7781157550725798
455,0.7824593805031146
456,0.537394401761641
457,0.6754108372206118
458,0.8055737693685272
459,0.6438853225565658
460,0.3001714880881568
461,0.7580994351860884
462,0.5891341129341715
463,0.46167368758852634
464,0.7523584508114877
465,0.7278095822445724
466,0.8027293780902159
467,0.8081380565896692
468,0.8407331027763527
469,0.5748312602346836
470,0.3261101944362735
471,0.7022689033700134
472,0.7664263444527213
473,0.76447862840881
474,0.8305659488063671
475,0.6295489854214347
476,0.7122638575381812
477,0.744095521721101
478,0.6627614451840463
479,0.7694574369323111
480,0.7676609631360651
481,0.6741613035636345
482,0.669400449123836
483,0.5783663999957673
484,0.5813379288734482
485,0.7128767525730579
486,0.7190810431617717
487,0.7113250722500204
488,0.48287939299578414
489,0.4154776572387469
490,0.599392153443044
491,0.7472058768720864
492,0.609615801839302
493,0.7654189085705527
494,0.7610587616817535
495,0.6329328319237848
496,0.4089039546973428
497,0.7613268680674689
498,0.6767252583519274
499,0.805956025917976
500,0.5712922956454605
501,0.35552037416469295
502,0.8519412634323167
503,0.7032545514103611
504,0.787677548429705
505,0.6162153795909604
506,0.6601240875281018
507,0.31737418938063805
508,0.5638777671872196
509,0.3517319257258916
510,0.7889385954030959
511,0.5947840452626696
512,0.668926855335868
513,0.8059969764352651
514,0.642666489483245
515,0.7996892080112519
516,0.7329253008111418
517,0.5653458828091964
518,0.8236591918894819
519,0.8522237982395533
520,0.7678737516139889
521,0.7261168907133012
522,0.6415225404593328
523,0.6723066532440611
524,0.6011142394814899
525,0.7358760871887722
526,0.5291292297914628
527,0.7043224785384179
528,0.5274949799545899
529,0.7417356296743518
530,0.6020930676691073
531,0.5061621329761496
532,0.7859963301398907
533,0.48776259994112026
534,0.5728005360656265
535,0.295878800739452
536,0.7826781166706974
537,0.818206436330215
538,0.7553161085127528
539,0.7292587373458833
540,0.6426011354634044
541,0.7016541151283282
542,0.5253052844921826
543,0.7915277066462073
544,0.6963640229042669
545,0.2891466885440915
546,0.5830291409545001
547,0.7325994375808993
548,0.5990377951416301
549,0.7179693505825158
550,0.5089107093301353
551,0.7305892602051456
552,0.5073366508111885
553,0.6275273200141773
554,0.7666529808635968
555,0.6382865534647495
556,0.6046446556082061
557,0.6863128205793168
558,0.5886248948719095
559,0.6005919254010397
560,0.8494753860442363
561,0.6525939646920474
562,0.6013987346959674
563,0.41989411333080523
564,0.5754740586725944
565,0.45283739236110226
566,0.28811556814018846
567,0.5531365184355663
568,0.6538154119043857
569,0.8046880651918038
570,0.46021575228129186
571,0.7369281296857128
572,0.6458649247149962
573,0.7674556769535623
574,0.5882372894557462
575,0.29570186584523905
576,0.7821002983431999
577,0.7746211180055946
578,0.5609335137888836
579,0.6783040435346034
580,0.30476240154374157
581,0.6491314663399854
582,0.7683681435052266
583,0.6823791218652799
584,0.6084289364644903
585,0.8404288103032022
586,0.8722050512963969
587,0.7234352170802884
588,0.4183312602438499
589,0.33661923498518853
590,0.7050524861415226
591,0.44436428420954116
592,0.7517335832950008
593,0.5159964875985995
594,0.5969319385734569
595,0.3586084898813681
596,0.4904436356416054
597,0.6536310611422288
598,0.8664208992139407
599,0.7204281758719656
600,0.3438442195844333
601,0.5791314199462751
602,0.7173864908541349
603,0.6650046881487084
604,0.38284756012090054
605,0.42280299051081893
606,0.7097149415079376
607,0.664036368013946
608,0.7794327398490528
609,0.5326782311111085
610,0.5861387118925012
611,0.5868091982018309
612,0.4214485597870371
613,0.7528563908175693
614,0.4180059219595941
615,0.6052071658440603
616,0.5038478951574191
617,0.7952098812991901
618,0.6262785436028118
619,0.5498424990113396
620,0.804018585086587
621,0.8388668303926563
622,0.7079911551777073
623,0.4804582070796767
624,0.7093455423698876
625,0.5711216133181517
626,0.7298149814956251
627,0.7494147454759839
628,0.7337813694751361
629,0.6131906843361297
630,0.5698140750560544
631,0.5650916434931419
632,0.7078265361212626
633,0.3889693537753106
634,0.6985086922460606
635,0.7072031624535978
636,0.32372849675273174
637,0.564724089628707
638,0.2472112093753977
639,0.7807326670890463
640,0.4151639478911645
641,0.5541829729825165
642,0.7874201439302307
643,0.6664299171819519
644,0.828705054608888
645,0.5284181238760117
646,0.27460708870686623
647,0.6043952434881729
648,0.7245620582344419
649,0.803738662150183
650,0.6935023681519297
651,0.6532478794621811
652,0.7266228313208188
653,0.7717805357954938
654,0.7596960020730655
655,0.595451579643772
656,0.6866148097976044
657,0.6086863510855386
658,0.5769728686518831
659,0.7479334977676363
660,0.744515050220033
661,0.38927704876470837
662,0.7909607230421672
663,0.6005910958299684
664,0.7333270354718058
665,0.47252027344554925
666,0.7467305370733077
667,0.4904587092244267
668,0.44748934891948516
669,0.448803578971562
670,0.7126025639012725
671,0.46800630084299977
672,0.7256180101065158
673,0.7148098293044749
674,0.7347321549876539
675,0.7026965279126172
676,0.6000008894613206
677,0.6245346235921911
678,0.6092748418598001
679,0.6430292826889425
680,0.6175512692403589
681,0.7918628848372913
682,0.38908966840571224
683,0.5338867422801371
684,0.45228322545823063
685,0.7560294427791014
686,0.6279898061707794
687,0.6712304687285707
688,0.6980023207421943
689,0.5909005687941136
690,0.5979864966479458
691,0.8816919335354031
692,0.8095501930145621
693,0.43415699257943363
694,0.7338930418018597
695,0.5378409959229941
696,0.7741379520805319
697,0.5825472421264986
698,0.6975296360882488
699,0.6435235217402605
700,0.6564498617972943
701,0.47324688997935993
702,0.47814493621415693
703,0.4433401268493674
704,0.4140204754949
705,0.8073910257874306
706,0.6500210494705045
707,0.7633980515769914
708,0.6309487216013678
709,0.6332654396525106
710,0.32046393830636843
711,0.6807171925525152
712,0.7640071182806552
713,0.7380798387305484
714,0.6942404487569162
715,0.41985685643518506
716,0.8147563636796396
717,0.5413589524500633
718,0.6453437127457292
719,0.4618015510856696
720,0.6900641656456014
721,0.3671739609909153
722,0.6332951863562515
723,0.7133493264007507
724,0.643401165474095
725,0.7902126788565482
726,0.6869753978831868
727,0.4659100086763862
728,0.7311750703247976
729,0.5687773098375337
730,0.505096437817613
731,0.7864691722538203
732,0.8259902254322633
733,0.6492597737139063
734,0.6552036352060767
735,0.5889709388671569
736,0.7949595070665534
737,0.6523876136199593
