,xgb_oof
257,0.7981983423233032
258,0.6960772275924683
259,0.3624630868434906
260,0.43270912766456604
261,0.5124678611755371
262,0.5469406247138977
263,0.25529730319976807
264,0.852970540523529
265,0.724945604801178
266,0.2874256372451782
267,0.8281465172767639
268,0.5114609003067017
269,0.802299976348877
270,0.3315606415271759
271,0.714464545249939
272,0.5702189803123474
273,0.6828098893165588
274,0.8970997333526611
275,0.5588534474372864
276,0.7310434579849243
277,0.3622838854789734
278,0.327813982963562
279,0.5839893817901611
280,0.7315278053283691
281,0.598784863948822
282,0.814182460308075
283,0.20067507028579712
284,0.5984129905700684
285,0.46863648295402527
286,0.8443150520324707
287,0.8476464748382568
288,0.6041433811187744
289,0.5784602761268616
290,0.6620566248893738
291,0.34511125087738037
292,0.8788163661956787
293,0.7508180737495422
294,0.364427387714386
295,0.8859385848045349
296,0.8396217226982117
297,0.20839029550552368
298,0.6430509090423584
299,0.7002424597740173
300,0.6218711733818054
301,0.5556766390800476
302,0.3444293439388275
303,0.6412250995635986
304,0.7074301838874817
305,0.7103474140167236
306,0.64211106300354
307,0.6199972629547119
308,0.7919119000434875
309,0.6185919046401978
310,0.5381874442100525
311,0.5432067513465881
312,0.6268406510353088
313,0.6263032555580139
314,0.715579628944397
315,0.5089578628540039
316,0.7564060091972351
317,0.7219659686088562
318,0.9013057947158813
319,0.6885918974876404
320,0.3604908287525177
321,0.786545991897583
322,0.6341931223869324
323,0.9256317615509033
324,0.4994519352912903
325,0.3714396357536316
326,0.6762895584106445
327,0.5391330718994141
328,0.7302324175834656
329,0.7937268614768982
330,0.65114825963974
331,0.46389061212539673
332,0.49892157316207886
333,0.7764251828193665
334,0.7351163029670715
335,0.4728792905807495
336,0.6616939902305603
337,0.7261453866958618
338,0.8392045497894287
339,0.3924727141857147
340,0.7050234079360962
341,0.5845382809638977
342,0.6215015053749084
343,0.25598928332328796
344,0.43988293409347534
345,0.889843225479126
346,0.6033422350883484
347,0.2796386778354645
348,0.44405597448349
349,0.7083567976951599
350,0.8653687834739685
351,0.4533975422382355
352,0.13272340595722198
353,0.6432834267616272
354,0.8314947485923767
355,0.7546471357345581
356,0.4828299283981323
357,0.5894827842712402
358,0.24533161520957947
359,0.40124133229255676
360,0.826038122177124
361,0.9367550611495972
362,0.2938173711299896
363,0.753918468952179
364,0.34803885221481323
365,0.22508466243743896
366,0.6300567984580994
367,0.1393076628446579
368,0.30479520559310913
369,0.39161208271980286
370,0.8925872445106506
371,0.7502491474151611
372,0.6486208438873291
373,0.2391905039548874
374,0.6425323486328125
375,0.45028287172317505
376,0.5700196623802185
377,0.6892560124397278
378,0.7989221811294556
379,0.18183369934558868
380,0.835207462310791
381,0.5740435123443604
382,0.6131320595741272
383,0.4465112090110779
384,0.6846052408218384
385,0.7391543388366699
386,0.6401258111000061
387,0.4050953686237335
388,0.648100733757019
389,0.4657628536224365
390,0.8512809872627258
391,0.45034486055374146
392,0.6606243252754211
393,0.5558480024337769
394,0.7396708726882935
395,0.49367356300354004
396,0.4385519325733185
397,0.5466362237930298
398,0.5147885680198669
399,0.7385355830192566
400,0.8050505518913269
401,0.22221878170967102
402,0.6710695624351501
403,0.5398820042610168
404,0.8230608105659485
405,0.6981626152992249
406,0.44472628831863403
407,0.46969911456108093
408,0.6707377433776855
409,0.6041110157966614
410,0.6595245003700256
411,0.4172822833061218
412,0.8771620988845825
413,0.31861990690231323
414,0.6407979130744934
415,0.2922322750091553
416,0.40905770659446716
417,0.8211062550544739
418,0.6629225015640259
419,0.7540914416313171
420,0.7126070857048035
421,0.40855205059051514
422,0.6156401634216309
423,0.8056549429893494
424,0.8586291670799255
425,0.5729222893714905
426,0.6891166567802429
427,0.7582339644432068
428,0.27436330914497375
429,0.8203900456428528
430,0.8571199178695679
431,0.6625016331672668
432,0.41183504462242126
433,0.6466596722602844
434,0.6630156636238098
435,0.6682607531547546
436,0.5899145603179932
437,0.7307000756263733
438,0.8769608736038208
439,0.6784700155258179
440,0.7023975849151611
441,0.8985099792480469
442,0.7610422372817993
443,0.8087421655654907
444,0.7024134993553162
445,0.8112918138504028
446,0.3648430109024048
447,0.48792779445648193
448,0.46345511078834534
449,0.6573255658149719
450,0.7111048698425293
451,0.6557887196540833
452,0.17415468394756317
453,0.6855549216270447
454,0.8577694892883301
455,0.729584813117981
456,0.5104625225067139
457,0.5551961660385132
458,0.7260242700576782
459,0.6095364093780518
460,0.18830229341983795
461,0.8198555111885071
462,0.41713404655456543
463,0.4435720443725586
464,0.6666586399078369
465,0.7416490316390991
466,0.8748434782028198
467,0.8292679190635681
468,0.8635508418083191
469,0.5646439790725708
470,0.11253541707992554
471,0.7905745506286621
472,0.8898037672042847
473,0.7529754042625427
474,0.8506782650947571
475,0.5609856247901917
476,0.7499908208847046
477,0.7711162567138672
478,0.5612894892692566
479,0.7718020677566528
480,0.7939317226409912
481,0.7588357329368591
482,0.7046297788619995
483,0.5176932215690613
484,0.4871900677680969
485,0.7174599170684814
486,0.749519944190979
487,0.663658857345581
488,0.3644169569015503
489,0.25546500086784363
490,0.6093571186065674
491,0.7442123293876648
492,0.4707687795162201
493,0.8336026668548584
494,0.7958880066871643
495,0.6070103645324707
496,0.3628999590873718
497,0.7712438702583313
498,0.6777894496917725
499,0.8669615387916565
500,0.5925814509391785
501,0.2213415652513504
502,0.8628709316253662
503,0.5764297246932983
504,0.8310642242431641
505,0.5335500240325928
506,0.6201697587966919
507,0.16484512388706207
508,0.588732898235321
509,0.2953350245952606
510,0.7901934385299683
511,0.6192165017127991
512,0.7316159009933472
513,0.838711678981781
514,0.7919483184814453
515,0.927601158618927
516,0.6911329627037048
517,0.43979519605636597
518,0.8703214526176453
519,0.8340029716491699
520,0.867537260055542
521,0.6563620567321777
522,0.6000709533691406
523,0.556538462638855
524,0.6255393624305725
525,0.816429615020752
526,0.38787004351615906
527,0.710802435874939
528,0.7697715759277344
529,0.7400723099708557
530,0.520451545715332
531,0.41768622398376465
532,0.8619186878204346
533,0.34507331252098083
534,0.46023324131965637
535,0.1851772516965866
536,0.862246572971344
537,0.8071359992027283
538,0.6958171129226685
539,0.7381934523582458
540,0.6748492121696472
541,0.7204689979553223
542,0.5454339385032654
543,0.848831057548523
544,0.6931414008140564
545,0.11406569182872772
546,0.5580313205718994
547,0.614675760269165
548,0.5470032095909119
549,0.7266556024551392
550,0.46332016587257385
551,0.7262729406356812
552,0.48725616931915283
553,0.4917204976081848
554,0.7549158930778503
555,0.623384416103363
556,0.5683974027633667
557,0.710277795791626
558,0.4490976929664612
559,0.5431538224220276
560,0.8396456241607666
561,0.6094217896461487
562,0.7159836888313293
563,0.37051475048065186
564,0.48968660831451416
565,0.3672051727771759
566,0.14114496111869812
567,0.5451183319091797
568,0.5573171377182007
569,0.9083791375160217
570,0.3361319601535797
571,0.6000794768333435
572,0.614321231842041
573,0.8287291526794434
574,0.6319283843040466
575,0.28850317001342773
576,0.8472375273704529
577,0.8051592707633972
578,0.4580017626285553
579,0.737614095211029
580,0.31425902247428894
581,0.6486682891845703
582,0.7078879475593567
583,0.6521269679069519
584,0.4925117492675781
585,0.854092538356781
586,0.8872424960136414
587,0.6957861185073853
588,0.217952162027359
589,0.23287074267864227
590,0.7313323020935059
591,0.3528462052345276
592,0.8367258906364441
593,0.4103904962539673
594,0.46393832564353943
595,0.2804566025733948
596,0.4334368109703064
597,0.5321835875511169
598,0.8773659467697144
599,0.6755337715148926
600,0.16412463784217834
601,0.5801736116409302
602,0.7542102932929993
603,0.603107750415802
604,0.3778219223022461
605,0.31462395191192627
606,0.8072607517242432
607,0.7396244406700134
608,0.7637071013450623
609,0.4654272198677063
610,0.5042396187782288
611,0.6267178058624268
612,0.28576329350471497
613,0.809302568435669
614,0.4068501889705658
615,0.5870111584663391
616,0.5842267870903015
617,0.8587672710418701
618,0.5489236116409302
619,0.4522499144077301
620,0.8308016657829285
621,0.8967624306678772
622,0.6691062450408936
623,0.25256094336509705
624,0.7901251912117004
625,0.5116229057312012
626,0.7321368455886841
627,0.7488476634025574
628,0.7701553702354431
629,0.34567880630493164
630,0.5682159066200256
631,0.34593138098716736
632,0.6484062671661377
633,0.35881567001342773
634,0.7749355435371399
635,0.6923609375953674
636,0.2466021478176117
637,0.24685247242450714
638,0.21188460290431976
639,0.8905032873153687
640,0.2588556110858917
641,0.6059563755989075
642,0.8332660794258118
643,0.6768401265144348
644,0.9374057650566101
645,0.4996725618839264
646,0.1428527683019638
647,0.595062255859375
648,0.7255825400352478
649,0.7890933156013489
650,0.7806040048599243
651,0.5508515238761902
652,0.7924069166183472
653,0.8333117961883545
654,0.805579662322998
655,0.6531005501747131
656,0.6032227277755737
657,0.6292328834533691
658,0.39800506830215454
659,0.7348180413246155
660,0.8429614901542664
661,0.3211512565612793
662,0.7704986929893494
663,0.6271556615829468
664,0.7718085646629333
665,0.4022865891456604
666,0.7427011728286743
667,0.40660351514816284
668,0.31409838795661926
669,0.31298843026161194
670,0.7685959935188293
671,0.24953044950962067
672,0.7804297208786011
673,0.7266111373901367
674,0.6506912112236023
675,0.8135992884635925
676,0.5197466015815735
677,0.6375538110733032
678,0.559748649597168
679,0.7087057828903198
680,0.6114649176597595
681,0.8087533116340637
682,0.21804624795913696
683,0.42135903239250183
684,0.32092657685279846
685,0.7937115430831909
686,0.6960503458976746
687,0.7277920246124268
688,0.6361885666847229
689,0.5816410779953003
690,0.5861036777496338
691,0.910915195941925
692,0.7943068742752075
693,0.2873043715953827
694,0.6425259709358215
695,0.5662736296653748
696,0.8384913802146912
697,0.42252489924430847
698,0.7151642441749573
699,0.5911083221435547
700,0.5842782258987427
701,0.45251715183258057
702,0.32992449402809143
703,0.26955461502075195
704,0.30129045248031616
705,0.910277247428894
706,0.6752566695213318
707,0.789432168006897
708,0.6051899194717407
709,0.7451178431510925
710,0.18246079981327057
711,0.7863368988037109
712,0.7786715030670166
713,0.7096866369247437
714,0.6846637725830078
715,0.362915962934494
716,0.8668131828308105
717,0.4793143570423126
718,0.8449603319168091
719,0.4156280755996704
720,0.6139510273933411
721,0.19152098894119263
722,0.5909155607223511
723,0.7744579315185547
724,0.6290993094444275
725,0.83584064245224
726,0.8180000185966492
727,0.4463687539100647
728,0.6879339218139648
729,0.6204126477241516
730,0.3985840678215027
731,0.8488413691520691
732,0.8169348239898682
733,0.686704158782959
734,0.6533074378967285
735,0.6307487487792969
736,0.9230833053588867
737,0.6095681190490723
